binary	scenario	network	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
neqoperf	small_payload_pps	syscall	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	23799.443736	23560.071998	24191.456383	0.026529	1.040280	not_ready	outliers_3;severe_outlier_blocks_3_gte_2;missing_confirm_stats;outliers_3;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	18265.506712	17861.748467	18456.646563	0.032569	1.041592	not_ready	missing_confirm_stats
neqoperf	stream_churn	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	21528.423142	21336.739433	21711.599376	0.017412	1.057412	not_ready	outliers_4;severe_outlier_blocks_3_gte_2;missing_confirm_stats;outliers_4;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	ready	ready	30	20733.810435	20656.815344	20833.094285	0.008502	1.062862	ready	-
neqoperf	stream_churn	syscall	streams_per_second	2	selected_saturation	ready	not_ready	not_ready_nonstationary	30	23920.235487	23672.740088	24633.748902	0.040176	1.074482	not_ready	confirm_p50_ci_width_0.1424_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1505_gt_1.1000
neqoperf	stream_churn	syscall	streams_per_second	4	plateau_sentinel+post_selected	ready	ready	ready	30	16012.390009	15805.502914	16230.069219	0.026515	1.036997	ready	-
ngtcp2perf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	101140.307705	99423.130536	102277.308141	0.028220	1.036858	not_ready	missing_confirm_stats
ngtcp2perf	close_reset_cleanup	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	114365.746608	113050.686010	125440.826812	0.108338	1.124504	not_ready	p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000;missing_confirm_stats;p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000
ngtcp2perf	download	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	7.865261	7.708837	7.915573	0.026285	1.096654	not_ready	missing_confirm_stats
ngtcp2perf	download	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	7.840692	7.609410	8.022156	0.052642	1.118809	not_ready	p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300
ngtcp2perf	reqresp	iouring	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	91390.010325	91111.495266	91850.905171	0.008091	1.026366	not_ready	missing_confirm_stats
ngtcp2perf	reqresp	iouring	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	99224.728857	98986.863646	99548.551209	0.005661	1.145365	not_ready	outliers_8;severe_outlier_blocks_5_gte_2;missing_confirm_stats;outliers_8;severe_outlier_blocks_5_gte_2
ngtcp2perf	reqresp	syscall	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	141948.579647	139348.773105	142546.801829	0.022529	1.044623	not_ready	missing_confirm_stats
ngtcp2perf	reqresp	syscall	requests_per_second	2	selected_saturation	ready	not_ready	ready	20	157569.605968	154860.219100	159110.308273	0.026973	1.079311	not_ready	missing_confirm_stats
ngtcp2perf	reqresp	syscall	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	50	171151.935349	168092.626917	177885.554375	0.057218	1.125399	not_ready	p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1474_gt_1.1000;drift_0.0326_gt_0.0300;persistent_drift_0.0326_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1474_gt_1.1000;drift_0.0326_gt_0.0300;persistent_drift_0.0326_gt_0.0300
ngtcp2perf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	101702.244285	99914.519226	102172.339593	0.022200	1.044072	not_ready	missing_confirm_stats
ngtcp2perf	small_payload_pps	iouring	messages_per_second	2	pre_saturation	ready	not_ready	ready	20	114010.305130	112516.622622	116766.983179	0.037280	1.098176	not_ready	missing_confirm_stats
ngtcp2perf	small_payload_pps	iouring	messages_per_second	3	selected_saturation	ready	not_ready	ready	20	125672.266205	124084.132273	128389.380736	0.034258	1.039297	not_ready	missing_confirm_stats
ngtcp2perf	small_payload_pps	iouring	messages_per_second	4	plateau_sentinel+post_selected	not_ready_max_samples	not_ready	not_ready_max_samples	120	137192.206237	135919.444103	138822.601323	0.021161	1.088680	not_ready	block_median_ratio_1.1265_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1265_gt_1.1000
ngtcp2perf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	148637.935601	146636.396846	150907.921941	0.028738	1.060715	not_ready	missing_confirm_stats
ngtcp2perf	small_payload_pps	syscall	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	185123.595304	183522.093584	189164.268015	0.030478	1.074471	not_ready	block_median_ratio_1.1184_gt_1.1000;drift_-0.0433_gt_0.0300;outliers_1;persistent_drift_-0.0433_gt_0.0300;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1184_gt_1.1000;drift_-0.0433_gt_0.0300;outliers_1;persistent_drift_-0.0433_gt_0.0300;persistent_outliers_1
ngtcp2perf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	101398.971213	100221.632702	104714.731511	0.044311	1.086654	not_ready	missing_confirm_stats
ngtcp2perf	stream_churn	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	114101.748221	113668.375385	117242.307505	0.031322	1.109936	not_ready	block_median_ratio_1.1158_gt_1.1000;drift_0.0918_gt_0.0300;severe_drift_0.0918_gt_0.0800;missing_confirm_stats;block_median_ratio_1.1158_gt_1.1000;drift_0.0918_gt_0.0300;severe_drift_0.0918_gt_0.0800
ngtcp2perf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	149255.295099	146229.524390	150566.823806	0.029060	1.054767	not_ready	missing_confirm_stats
ngtcp2perf	stream_churn	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	188913.293313	186499.885259	199525.795979	0.068952	1.113361	not_ready	p50_ci_width_0.0690_gt_0.0500;block_median_ratio_1.1357_gt_1.1000;drift_0.0422_gt_0.0300;persistent_block_median_ratio_recent_1.1162_gt_1.1000;persistent_drift_0.0422_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0690_gt_0.0500;block_median_ratio_1.1357_gt_1.1000;drift_0.0422_gt_0.0300;persistent_block_median_ratio_recent_1.1162_gt_1.1000;persistent_drift_0.0422_gt_0.0300
noqperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	25	46624.839693	46032.617706	47004.226479	0.020839	1.073382	not_ready	missing_confirm_stats
noqperf	close_reset_cleanup	iouring	streams_per_second	2	selected_saturation	ready	not_ready	ready	20	49065.285223	47953.546515	50195.481745	0.045693	1.058633	not_ready	missing_confirm_stats
noqperf	close_reset_cleanup	iouring	streams_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	47308.159790	46388.707896	48750.270471	0.049919	1.092596	not_ready	block_median_ratio_1.1183_gt_1.1000;drift_-0.0361_gt_0.0300;persistent_drift_-0.0361_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1183_gt_1.1000;drift_-0.0361_gt_0.0300;persistent_drift_-0.0361_gt_0.0300
noqperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	55239.308342	54784.632167	55744.864123	0.017383	1.022453	not_ready	missing_confirm_stats
noqperf	close_reset_cleanup	syscall	streams_per_second	2	selected_saturation	ready	not_ready	ready	20	58216.744517	56633.035238	59228.911023	0.044590	1.089017	not_ready	missing_confirm_stats
noqperf	close_reset_cleanup	syscall	streams_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	70	55948.106940	55163.682293	56473.976970	0.023420	1.083772	not_ready	block_median_ratio_1.1089_gt_1.1000;persistent_block_median_ratio_recent_1.1020_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1089_gt_1.1000;persistent_block_median_ratio_recent_1.1020_gt_1.1000
noqperf	datagram	syscall	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	151118.579483	150212.901851	152550.079067	0.015466	1.079097	not_ready	missing_confirm_stats
noqperf	datagram	syscall	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	130401.383157	126277.762226	135069.778733	0.067423	1.092085	not_ready	p50_ci_width_0.0674_gt_0.0500;block_median_ratio_1.1327_gt_1.1000;persistent_block_median_ratio_recent_1.1229_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0674_gt_0.0500;block_median_ratio_1.1327_gt_1.1000;persistent_block_median_ratio_recent_1.1229_gt_1.1000
noqperf	download	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	ready	ready	45	2.883670	2.868767	2.924354	0.019276	1.054810	ready	-
noqperf	download	iouring	throughput_gbps	2	selected_saturation	ready	ready	ready	30	3.364031	3.334115	3.403965	0.020764	1.049906	ready	-
noqperf	download	iouring	throughput_gbps	4	plateau_sentinel+post_selected	ready	not_ready	warning_noisy	30	2.940780	2.916436	3.046698	0.044295	1.070201	not_ready	confirm_p50_ci_width_0.0717_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0443_gt_0.0300
noqperf	flow_control	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	2.117350	2.109627	2.148327	0.018278	1.048111	not_ready	missing_confirm_stats
noqperf	flow_control	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	2.476142	2.389093	2.650173	0.105438	1.133376	not_ready	p50_ci_width_0.1054_gt_0.0500;block_median_ratio_1.3584_gt_1.1000;severe_block_median_ratio_1.3584_gt_1.2500;missing_confirm_stats;p50_ci_width_0.1054_gt_0.0500;block_median_ratio_1.3584_gt_1.1000;severe_block_median_ratio_1.3584_gt_1.2500
noqperf	flow_control	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	25	2.516723	2.479720	2.552898	0.029077	1.134269	not_ready	missing_confirm_stats
noqperf	flow_control	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	2.771934	2.734154	2.928374	0.070066	1.323434	not_ready	p50_ci_width_0.0701_gt_0.0500;p80_p20_1.3234_gt_1.1500;block_median_ratio_1.2680_gt_1.1000;drift_0.0896_gt_0.0300;severe_block_median_ratio_1.2680_gt_1.2500;severe_drift_0.0896_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0701_gt_0.0500;p80_p20_1.3234_gt_1.1500;block_median_ratio_1.2680_gt_1.1000;drift_0.0896_gt_0.0300;severe_block_median_ratio_1.2680_gt_1.2500;severe_drift_0.0896_gt_0.0800
noqperf	loss_recovery	iouring	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	2.730589	2.680468	2.780251	0.036543	1.090873	not_ready	missing_confirm_stats
noqperf	loss_recovery	iouring	throughput_gbps	2	selected_saturation	ready	not_ready	ready	20	2.794414	2.740974	2.851888	0.039692	1.106026	not_ready	missing_confirm_stats
noqperf	loss_recovery	iouring	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	100	2.493318	2.456167	2.526775	0.028319	1.137027	not_ready	block_median_ratio_1.1628_gt_1.1000;persistent_block_median_ratio_recent_1.1359_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1628_gt_1.1000;persistent_block_median_ratio_recent_1.1359_gt_1.1000
noqperf	loss_recovery	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	3.040182	2.978664	3.046023	0.022156	1.129155	not_ready	missing_confirm_stats
noqperf	loss_recovery	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	3.063906	2.993683	3.245568	0.082210	1.141253	not_ready	p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1191_gt_1.1000;drift_0.1113_gt_0.0300;severe_drift_0.1113_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1191_gt_1.1000;drift_0.1113_gt_0.0300;severe_drift_0.1113_gt_0.0800
noqperf	multistream_download	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	2.663830	2.625100	2.684002	0.022112	1.038341	not_ready	missing_confirm_stats
noqperf	multistream_download	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	2.824578	2.724275	2.970168	0.087055	1.183371	not_ready	p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1834_gt_1.1500;block_median_ratio_1.2468_gt_1.1000;drift_-0.0350_gt_0.0300;persistent_block_median_ratio_recent_1.2468_gt_1.1000;persistent_p80_p20_recent_1.2181_gt_1.1500;persistent_drift_-0.0350_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1834_gt_1.1500;block_median_ratio_1.2468_gt_1.1000;drift_-0.0350_gt_0.0300;persistent_block_median_ratio_recent_1.2468_gt_1.1000;persistent_p80_p20_recent_1.2181_gt_1.1500;persistent_drift_-0.0350_gt_0.0300
noqperf	multistream_upload	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	2.801453	2.775565	2.825935	0.017980	1.056145	not_ready	missing_confirm_stats
noqperf	multistream_upload	iouring	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	2.463046	2.424514	2.516355	0.037288	1.100983	not_ready	p50_ci_width_0.0373_gt_0.0300;block_median_ratio_1.1509_gt_1.1000;drift_0.0410_gt_0.0300;persistent_block_median_ratio_recent_1.1277_gt_1.1000;persistent_drift_0.0410_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0373_gt_0.0300;block_median_ratio_1.1509_gt_1.1000;drift_0.0410_gt_0.0300;persistent_block_median_ratio_recent_1.1277_gt_1.1000;persistent_drift_0.0410_gt_0.0300
noqperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	54292.556703	53692.646200	54655.325532	0.017731	1.031637	not_ready	missing_confirm_stats
noqperf	reqresp	syscall	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	57498.035728	56310.578502	58924.055380	0.045453	1.093800	not_ready	block_median_ratio_1.1012_gt_1.1000;persistent_block_median_ratio_recent_1.1012_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1012_gt_1.1000;persistent_block_median_ratio_recent_1.1012_gt_1.1000
noqperf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	55304.199162	54960.647114	55450.023435	0.008849	1.019933	not_ready	missing_confirm_stats
noqperf	small_payload_pps	syscall	messages_per_second	2	selected_saturation	ready	not_ready	ready	20	56290.351357	56266.583600	56555.575463	0.005134	1.061857	not_ready	missing_confirm_stats
noqperf	small_payload_pps	syscall	messages_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	54398.372297	52853.039788	55894.237970	0.055906	1.076486	not_ready	p50_ci_width_0.0559_gt_0.0500;drift_0.0358_gt_0.0300;persistent_drift_0.0358_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0559_gt_0.0500;drift_0.0358_gt_0.0300;persistent_drift_0.0358_gt_0.0300
noqperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	46359.604379	45773.454955	46710.252877	0.020207	1.029759	not_ready	missing_confirm_stats
noqperf	stream_churn	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	48368.648573	47762.443237	49478.133733	0.035471	1.081970	not_ready	drift_-0.0309_gt_0.0300;outliers_1;persistent_drift_-0.0309_gt_0.0300;persistent_outliers_1;missing_confirm_stats;drift_-0.0309_gt_0.0300;outliers_1;persistent_drift_-0.0309_gt_0.0300;persistent_outliers_1
noqperf	stream_churn	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	55527.340959	55155.495677	56122.784272	0.017420	1.052144	not_ready	missing_confirm_stats
noqperf	stream_churn	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	58277.615020	56420.141731	59506.120861	0.052953	1.099349	not_ready	p50_ci_width_0.0530_gt_0.0500;block_median_ratio_1.1373_gt_1.1000;persistent_block_median_ratio_recent_1.1373_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0530_gt_0.0500;block_median_ratio_1.1373_gt_1.1000;persistent_block_median_ratio_recent_1.1373_gt_1.1000
noqperf	upload	iouring	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	ready	ready	30	2.939522	2.917818	2.956834	0.013273	1.027896	ready	-
noqperf	upload	iouring	throughput_gbps	3	plateau_sentinel+post_selected	ready	not_ready	ready	30	2.475880	2.465231	2.515627	0.020355	1.038792	not_ready	confirm_p50_ci_width_0.0455_gt_0.0450
noqperf	upload	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	ready	ready	35	3.327351	3.276438	3.368335	0.027619	1.071691	ready	-
noqperf	upload	syscall	throughput_gbps	3	plateau_sentinel+post_selected	ready	ready	ready	30	2.853598	2.806687	2.873475	0.023405	1.026965	ready	-
picoperf	download	syscall	throughput_gbps	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	6.840698	6.704059	6.862623	0.023180	1.054811	not_ready	missing_confirm_stats
picoperf	download	syscall	throughput_gbps	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	6.285944	6.168005	6.367059	0.031667	1.078391	not_ready	p50_ci_width_0.0317_gt_0.0300;block_median_ratio_1.1024_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0317_gt_0.0300;block_median_ratio_1.1024_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
picoperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	213560.392134	207240.935549	216555.793964	0.043617	1.073959	not_ready	missing_confirm_stats
picoperf	reqresp	iouring	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	238221.269541	237285.045097	238859.873107	0.006611	1.129871	not_ready	outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;outliers_2;severe_outlier_blocks_2_gte_2
picoperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	192671.067232	192341.321697	193064.351704	0.003753	1.122107	not_ready	missing_confirm_stats
picoperf	reqresp	syscall	requests_per_second	2	selected_saturation	ready	not_ready	ready	20	260743.987654	257413.425450	264750.520341	0.028139	1.064815	not_ready	missing_confirm_stats
picoperf	reqresp	syscall	requests_per_second	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	50	283721.024922	276325.191575	298409.315897	0.077837	1.111231	not_ready	p50_ci_width_0.0778_gt_0.0500;block_median_ratio_1.1128_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0778_gt_0.0500;block_median_ratio_1.1128_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300
picoperf	stream_churn	iouring	streams_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	243094.066063	239610.484119	245275.428522	0.023304	1.044178	not_ready	missing_confirm_stats
picoperf	stream_churn	iouring	streams_per_second	2	pre_saturation	ready	not_ready	ready	20	478731.197791	472473.443479	484687.875022	0.025514	1.061297	not_ready	missing_confirm_stats
picoperf	stream_churn	iouring	streams_per_second	3	selected_saturation	ready	not_ready	ready	20	610128.671017	605426.847606	619976.029968	0.023846	1.075332	not_ready	missing_confirm_stats
picoperf	stream_churn	iouring	streams_per_second	4	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	674345.080084	656815.853089	681916.935149	0.037223	1.057697	not_ready	outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
quicheperf	close_reset_cleanup	iouring	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	78221.487649	77154.164360	79016.697479	0.023811	1.038636	not_ready	missing_confirm_stats
quicheperf	close_reset_cleanup	iouring	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	30	109307.710063	99513.191590	111259.142753	0.107458	1.145793	not_ready	p50_ci_width_0.1075_gt_0.0500;block_median_ratio_1.1408_gt_1.1000;drift_0.1023_gt_0.0300;severe_drift_0.1023_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1075_gt_0.0500;block_median_ratio_1.1408_gt_1.1000;drift_0.1023_gt_0.0300;severe_drift_0.1023_gt_0.0800
quicheperf	close_reset_cleanup	syscall	streams_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	87174.057428	85300.003202	88542.840859	0.037200	1.053252	not_ready	missing_confirm_stats
quicheperf	close_reset_cleanup	syscall	streams_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	129855.142379	124844.173380	136553.006070	0.090168	1.169704	not_ready	p50_ci_width_0.0902_gt_0.0500;p80_p20_1.1697_gt_1.1500;block_median_ratio_1.1369_gt_1.1000;drift_0.0594_gt_0.0300;persistent_block_median_ratio_recent_1.1226_gt_1.1000;persistent_p80_p20_recent_1.1705_gt_1.1500;persistent_drift_0.0594_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0902_gt_0.0500;p80_p20_1.1697_gt_1.1500;block_median_ratio_1.1369_gt_1.1000;drift_0.0594_gt_0.0300;persistent_block_median_ratio_recent_1.1226_gt_1.1000;persistent_p80_p20_recent_1.1705_gt_1.1500;persistent_drift_0.0594_gt_0.0300
quicheperf	connect	iouring	connections_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	30	1227.558252	1210.887557	1241.010833	0.024539	1.125489	not_ready	missing_confirm_stats
quicheperf	connect	iouring	connections_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	1992.887003	1931.182318	2168.031442	0.118847	1.350428	not_ready	p50_ci_width_0.1188_gt_0.0500;p80_p20_1.3504_gt_1.1500;block_median_ratio_1.2457_gt_1.1000;drift_0.0538_gt_0.0300;persistent_block_median_ratio_recent_1.2283_gt_1.1000;persistent_p80_p20_recent_1.3635_gt_1.1500;persistent_drift_0.0538_gt_0.0300;missing_confirm_stats;p50_ci_width_0.1188_gt_0.0500;p80_p20_1.3504_gt_1.1500;block_median_ratio_1.2457_gt_1.1000;drift_0.0538_gt_0.0300;persistent_block_median_ratio_recent_1.2283_gt_1.1000;persistent_p80_p20_recent_1.3635_gt_1.1500;persistent_drift_0.0538_gt_0.0300
quicheperf	download	syscall	throughput_gbps	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	25	7.944238	7.850179	8.023304	0.021793	1.131067	not_ready	missing_confirm_stats
quicheperf	download	syscall	throughput_gbps	2	selected_saturation	ready	not_ready	ready	35	8.322591	8.203479	8.365703	0.019492	1.072833	not_ready	missing_confirm_stats
quicheperf	download	syscall	throughput_gbps	3	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	8.127229	8.085790	8.284858	0.024494	1.083742	not_ready	drift_0.0315_gt_0.0300;persistent_drift_0.0315_gt_0.0300;missing_confirm_stats;drift_0.0315_gt_0.0300;persistent_drift_0.0315_gt_0.0300
quicheperf	reqresp	iouring	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	74601.866594	72960.331240	75193.934096	0.029940	1.052105	not_ready	missing_confirm_stats
quicheperf	reqresp	iouring	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	95787.102708	95377.079492	100858.664918	0.057227	1.117431	not_ready	p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000
quicheperf	reqresp	syscall	requests_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	20	84101.978115	82784.174059	85005.925926	0.026417	1.033599	not_ready	missing_confirm_stats
quicheperf	reqresp	syscall	requests_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	120710.866316	118957.153936	128862.491725	0.082058	1.095323	not_ready	p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000
quicheperf	small_payload_pps	iouring	messages_per_second	1	baseline_1c1s+selected_saturation	ready	not_ready	ready	25	75743.168821	75366.652508	77204.031860	0.024258	1.039255	not_ready	missing_confirm_stats
quicheperf	small_payload_pps	iouring	messages_per_second	2	plateau_sentinel+post_selected	not_ready_high_variance	not_ready	not_ready_high_variance	40	99863.074132	98366.780040	106932.947214	0.085779	1.140673	not_ready	p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300
quicheperf	small_payload_pps	syscall	messages_per_second	1	baseline_1c1s+pre_saturation	ready	not_ready	ready	20	86130.553545	85535.932317	87671.402350	0.024793	1.038916	not_ready	missing_confirm_stats
quicheperf	small_payload_pps	syscall	messages_per_second	2	pre_saturation	ready	not_ready	ready	20	123810.814165	122140.698948	124082.175117	0.015681	1.024238	not_ready	missing_confirm_stats
